NCT_ID,AnyPregGPT,Preg_Only_GPT,Category,Secondary category,Pain,Summary,Certainty
NCT02866643,1,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial involves the timing of contraceptive implant insertion immediately post-delivery versus later in the postpartum ward. It focuses on breastfeeding outcomes and contraceptive satisfaction, making it relevant to labor and delivery management.",90
NCT03136068,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,0,"The trial investigates the effect of digoxin injection on the duration of the Dilation and Evacuation (D&E) procedure, which is directly related to abortion and fetal demise. The inclusion criteria specify pregnant individuals between 20 to 24 weeks of gestation, making it clear that only pregnant individuals can enroll.",100
NCT00382538,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",0,"The trial involves mid-second trimester medical terminations of pregnancy, which directly relates to abortion and fetal demise. The study aims to determine whether adding mifepristone reduces the induction interval time required for a second trimester termination, which also involves labor management.",100
NCT03431168,1,1,5. Malaria (with or without HIV),"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",0,"This trial focuses on preventing malaria and sexually transmitted infections in pregnant women with HIV. The inclusion criteria specifically require confirmed pregnancy and HIV infection, making it clear that only pregnant individuals are enrolled. The primary focus is on malaria prevention, with a secondary emphasis on HIV prevention in the context of pregnancy.",95
NCT04393207,1,1,15. C-section/caesarean,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,"The trial focuses on the use of a TAP block with liposomal bupivacaine for post-operative analgesia following cesarean delivery. It aims to evaluate pain management and recovery, specifically targeting post-cesarean pain and mobility. The inclusion criteria specify pregnant individuals undergoing cesarean delivery, making it a trial exclusively for pregnant people. The primary category is 'C-section/caesarean' due to the focus on post-operative analgesia for cesarean delivery, with a secondary category of 'Labor induction/Labor management/Other labor and delivery' as it involves labor management aspects. Pain management is a key component of the study.",95
NCT06123026,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,0,"This trial involves pregnant individuals seeking termination of pregnancy between 16 and 20 weeks gestation. It compares breast symptoms (lactation, engorgement) between a placebo group and a group receiving cabergoline. The primary focus is on managing symptoms post-abortion, fitting the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage'.",95
NCT02487771,1,1,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),None,0,This study follows up on the effects of DHA intake during pregnancy on cognitive development in children. It exclusively enrolls pregnant individuals and focuses on nutritional supplementation.,100
NCT04749043,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,1,"The trial evaluates the effectiveness of Virtual Reality compared to nitrous oxide for labor analgesia, focusing on non-epidural pain relief during labor. It exclusively enrolls pregnant individuals in labor, fitting the category of labor management. The use of nitrous oxide and VR for pain management also aligns with the pain management category.",95
NCT00615550,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The trial evaluates the effectiveness of vaginal progesterone gel in preventing preterm birth in pregnant women with a short cervix. The inclusion criteria specifically target pregnant women, and the primary condition being studied is preterm delivery due to short cervical length.",100
NCT04869709,1,0,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"This trial investigates the timing of betamethasone administration in late preterm infants and its impact on neonatal hypoglycemia. The inclusion criteria specify pregnant individuals, and the focus is on preventing complications related to preterm delivery.",95
NCT03695172,1,0,15. C-section/caesarean,17. Opioid use disorder/Substance use disorder/OUD/SUD,1,The trial focuses on evaluating the effectiveness of different nerve blocks in reducing opioid consumption for pain management in subjects undergoing elective cesarean section. This fits primarily under 'C-section/caesarean' and secondarily under 'Opioid use disorder/Substance use disorder/OUD/SUD' due to the focus on opioid consumption.,95
NCT04253626,1,1,6. Anemia,None,0,"This trial evaluates the treatment of iron deficiency anemia in pregnant women between 24-34 weeks' gestation, comparing intravenous iron to oral iron. The focus on anemia and the inclusion of only pregnant women make it fit well under the category of 'Anemia'.",100
NCT00822627,1,0,11. Vaccination,None,0,"The trial evaluates the effectiveness of influenza vaccination in the Emergency Department compared to community referral. Pregnant individuals are included among the high-risk groups eligible for the study, but the study is not exclusively for pregnant individuals. The primary focus is on vaccination, specifically for influenza.",100
NCT04292171,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial evaluates the use of gabapentin for pain relief in women undergoing surgical abortion, which directly involves pregnant individuals. The primary focus is on abortion and pain management.",100
NCT00259103,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"This study focuses on the safety and efficacy of rhRlx for cervical ripening in pregnant women scheduled for induction of labor. The inclusion criteria specify that participants must be pregnant and at least 40 weeks of gestation, indicating that the trial is exclusively for pregnant individuals. The primary focus is on labor induction and management.",100
NCT01330459,1,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial evaluates the effectiveness of hydrocodone/acetaminophen for pain control during first trimester surgical abortion. It includes pregnant individuals seeking surgical pregnancy termination, but it is not exclusively for pregnant individuals. The primary focus is on abortion-related procedures, fitting the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.' Pain management is a key aspect of the study.",100
NCT06259097,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"This trial examines the effectiveness of misoprostol versus pitocin for inducing labor in pregnant patients with a BMI over 30. The focus is on labor induction and management, and it exclusively enrolls pregnant individuals.",100
NCT02579629,1,0,15. C-section/caesarean,None,1,"The study focuses on pain management after cesarean sections using spinal morphine and continuous wound infiltration of ropivacaine. It includes pregnant individuals undergoing cesarean sections, but it is not exclusive to pregnant individuals. The primary category is C-section/caesarean, and pain management is a key aspect of the study.",100
NCT00787176,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,1,"The trial focuses on optimizing fluid and oxytocin administration to manage fetal heart rate changes during labor analgesia, which is directly related to labor management. It involves pregnant individuals exclusively and evaluates labor pain management.",95
